Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,Team,Deleted,Season,Race
LAW,108.974,1.0,1.0,,41.757,34.744,HARD,RB,False,2024,United States
LEC,99.663,1.0,1.0,,38.818,25.95,MEDIUM,Ferrari,False,2024,United Kingdom
PIA,114.248,1.0,1.0,,50.48,29.643,MEDIUM,McLaren,False,2024,Belgium
HUL,107.041,1.0,1.0,,31.163,45.012,MEDIUM,Haas F1 Team,False,2024,China
ALO,92.411,1.0,1.0,,32.154,29.198,MEDIUM,Aston Martin,False,2024,Italy
MAG,110.409,1.0,1.0,,45.151,28.541,HARD,Haas F1 Team,False,2024,Singapore
STR,92.835,1.0,1.0,,18.589,37.079,MEDIUM,Aston Martin,False,2024,Australia
HAM,112.7,1.0,1.0,,49.406,29.478,MEDIUM,Mercedes,False,2024,Belgium
RUS,103.723,1.0,1.0,,31.645,37.671,INTERMEDIATE,Mercedes,False,2024,Canada
LEC,110.826,1.0,1.0,,45.457,32.657,MEDIUM,Ferrari,False,2024,Mexico
BOT,121.807,1.0,1.0,,33.943,42.199,INTERMEDIATE,Kick Sauber,False,2024,Canada
SAI,100.62,1.0,1.0,,42.861,23.765,SOFT,Ferrari,False,2024,Bahrain
SAI,117.663,1.0,1.0,,34.294,41.495,INTERMEDIATE,Ferrari,False,2024,Canada
OCO,108.897,1.0,1.0,,32.258,45.021,MEDIUM,Alpine,False,2024,China
SAI,89.345,1.0,1.0,,30.635,28.727,MEDIUM,Ferrari,False,2024,Italy
RUS,99.228,1.0,1.0,,42.099,23.694,SOFT,Mercedes,False,2024,Bahrain
HAM,99.884,1.0,1.0,,40.695,34.848,HARD,Mercedes,False,2024,United Arab Emirates
ALB,115.787,1.0,1.0,,34.411,40.356,INTERMEDIATE,Williams,False,2024,Canada
BOT,110.705,1.0,1.0,,41.68,35.352,MEDIUM,Kick Sauber,False,2024,United States
RUS,82.568,1.0,1.0,,31.805,23.82,SOFT,Mercedes,False,2024,Spain
RUS,111.647,1.0,1.0,,41.177,34.482,HARD,Mercedes,False,2024,United States
RIC,105.668,1.0,1.0,,43.159,24.451,SOFT,RB,False,2024,Bahrain
VER,101.657,1.0,1.0,,40.291,33.295,MEDIUM,Red Bull Racing,False,2024,United States
PIA,86.746,1.0,1.0,,29.625,23.513,MEDIUM,McLaren,False,2024,Hungary
MAG,93.931,1.0,1.0,,32.021,30.142,MEDIUM,Haas F1 Team,False,2024,Italy
MAG,90.772,1.0,1.0,,27.238,23.45,HARD,Haas F1 Team,False,2024,Netherlands
TSU,103.485,1.0,1.0,,43.842,24.345,SOFT,RB,False,2024,Bahrain
OCO,77.703,1.0,1.0,,33.038,22.071,MEDIUM,Alpine,False,2024,Austria
STR,107.73,1.0,1.0,,31.755,44.716,SOFT,Aston Martin,False,2024,China
HAM,108.064,1.0,1.0,,42.336,34.43,HARD,Mercedes,False,2024,United States
SAI,102.273,1.0,1.0,,39.891,33.748,MEDIUM,Ferrari,False,2024,United States
PIA,133.443,1.0,1.0,,62.716,33.97,MEDIUM,McLaren,False,2024,Mexico
NOR,80.878,1.0,1.0,,27.269,22.935,MEDIUM,McLaren,False,2024,Netherlands
SAR,91.507,1.0,1.0,,34.997,25.251,SOFT,Williams,False,2024,Spain
BOT,100.183,1.0,1.0,,41.546,35.018,MEDIUM,Kick Sauber,False,2024,United Arab Emirates
OCO,116.745,1.0,1.0,,40.494,33.56,MEDIUM,Alpine,False,2024,United States
TSU,90.324,1.0,1.0,,34.259,25.296,SOFT,RB,False,2024,Spain
VER,99.51,1.0,1.0,,39.931,34.944,MEDIUM,Red Bull Racing,False,2024,United Arab Emirates
ZHO,121.121,1.0,1.0,,53.899,29.79,HARD,Kick Sauber,False,2024,Belgium
RUS,114.763,1.0,1.0,,51.125,29.496,MEDIUM,Mercedes,False,2024,Belgium
VER,115.49,1.0,1.0,,44.61,25.791,MEDIUM,Red Bull Racing,False,2024,Azerbaijan
HUL,107.084,1.0,1.0,,41.481,34.54,MEDIUM,Haas F1 Team,False,2024,United States
TSU,102.007,1.0,1.0,,40.017,36.49,MEDIUM,RB,False,2024,United Arab Emirates
PIA,102.523,1.0,1.0,,43.573,24.14,SOFT,McLaren,False,2024,Bahrain
LAW,120.936,1.0,1.0,,54.381,32.093,HARD,RB,False,2024,Mexico
HUL,107.084,1.0,1.0,,41.481,34.54,MEDIUM,Haas F1 Team,False,2024,United States
TSU,167.566,1.0,1.0,,83.186,44.247,MEDIUM,RB,False,2024,Japan
HAM,2483.804,1.0,1.0,,52.196,,HARD,Mercedes,False,2024,Monaco
BOT,80.918,1.0,1.0,,33.727,23.487,MEDIUM,Kick Sauber,False,2024,Austria
RUS,111.647,1.0,1.0,,41.177,34.482,HARD,Mercedes,False,2024,United States
ALB,103.888,1.0,1.0,,44.007,24.378,SOFT,Williams,False,2024,Bahrain
HUL,113.555,1.0,1.0,,45.619,27.692,SOFT,Haas F1 Team,False,2024,Bahrain
LEC,97.644,1.0,1.0,,39.256,34.12,MEDIUM,Ferrari,False,2024,United Arab Emirates
BOT,90.001,1.0,1.0,,34.187,25.492,SOFT,Kick Sauber,False,2024,Spain
NOR,134.751,1.0,1.0,,65.666,32.333,MEDIUM,McLaren,False,2024,Japan
ALO,106.421,1.0,1.0,,41.46,34.098,MEDIUM,Aston Martin,False,2024,United States
RIC,110.255,1.0,1.0,,32.624,45.451,MEDIUM,RB,False,2024,China
HAM,89.674,1.0,1.0,,30.629,28.773,MEDIUM,Mercedes,False,2024,Italy
PIA,103.757,1.0,1.0,,40.179,33.61,MEDIUM,McLaren,False,2024,United Arab Emirates
RIC,79.507,1.0,1.0,,33.695,23.036,MEDIUM,RB,False,2024,Austria
PER,100.053,1.0,1.0,,42.61,23.856,SOFT,Red Bull Racing,False,2024,Bahrain
LEC,90.52,1.0,1.0,,18.405,36.383,MEDIUM,Ferrari,False,2024,Australia
NOR,113.635,1.0,1.0,,31.553,46.998,MEDIUM,McLaren,False,2024,Qatar
RIC,93.104,1.0,1.0,,32.159,29.497,MEDIUM,RB,False,2024,Italy
VER,111.344,1.0,1.0,,29.908,47.019,MEDIUM,Red Bull Racing,False,2024,Qatar
MAG,129.92,1.0,1.0,,49.468,41.81,MEDIUM,Haas F1 Team,False,2024,Qatar
HUL,120.156,1.0,1.0,,53.595,29.837,MEDIUM,Haas F1 Team,False,2024,Belgium
LEC,96.681,1.0,1.0,,29.838,29.664,MEDIUM,Ferrari,False,2024,Saudi Arabia
TSU,80.095,1.0,1.0,,33.576,23.153,MEDIUM,RB,False,2024,Austria
RIC,123.929,1.0,1.0,,48.316,26.084,HARD,RB,False,2024,Azerbaijan
RUS,91.91,1.0,1.0,,18.46,36.821,MEDIUM,Mercedes,False,2024,Australia
RUS,2473.884,1.0,1.0,,49.669,,HARD,Mercedes,False,2024,Monaco
SAI,107.224,1.0,1.0,,41.495,33.841,MEDIUM,Ferrari,False,2024,Mexico
HAM,103.122,1.0,1.0,,43.609,24.393,SOFT,Mercedes,False,2024,Bahrain
RUS,94.679,1.0,1.0,,38.837,33.002,MEDIUM,Mercedes,False,2024,United Arab Emirates
SAR,101.772,1.0,1.0,,39.579,26.481,MEDIUM,Williams,False,2024,United Kingdom
LEC,88.179,1.0,1.0,,29.989,28.398,MEDIUM,Ferrari,False,2024,Italy
PIA,87.623,1.0,1.0,,30.021,28.254,MEDIUM,McLaren,False,2024,Italy
TSU,105.613,1.0,1.0,,40.939,34.054,MEDIUM,RB,False,2024,United States
NOR,102.168,1.0,1.0,,43.309,24.244,SOFT,McLaren,False,2024,Bahrain
ALO,106.384,1.0,1.0,,43.728,28.456,MEDIUM,Aston Martin,False,2024,Singapore
GAS,98.598,1.0,1.0,,33.027,24.571,HARD,Alpine,False,2024,Hungary
RUS,114.932,1.0,1.0,,50.02,31.727,MEDIUM,Mercedes,False,2024,Mexico
NOR,102.168,1.0,1.0,,43.309,24.244,SOFT,McLaren,False,2024,Bahrain
PIA,108.458,1.0,1.0,,32.667,38.433,INTERMEDIATE,McLaren,False,2024,Canada
HAM,111.502,1.0,1.0,,32.87,45.826,SOFT,Mercedes,False,2024,China
NOR,102.902,1.0,1.0,,40.066,33.837,MEDIUM,McLaren,False,2024,United States
MAG,103.681,1.0,1.0,,40.01,26.573,MEDIUM,Haas F1 Team,False,2024,United Kingdom
RUS,116.42,1.0,1.0,,45.226,25.606,MEDIUM,Mercedes,False,2024,Azerbaijan
BOT,130.545,1.0,1.0,,60.814,33.795,HARD,Kick Sauber,False,2024,Mexico
HUL,86.432,1.0,1.0,,28.857,24.065,MEDIUM,Haas F1 Team,False,2024,Netherlands
HAM,103.122,1.0,1.0,,43.609,24.393,SOFT,Mercedes,False,2024,Bahrain
ALO,84.726,1.0,1.0,,28.36,23.431,MEDIUM,Aston Martin,False,2024,Netherlands
ZHO,2526.253,1.0,1.0,,49.767,,MEDIUM,Kick Sauber,False,2024,Monaco
BOT,96.375,1.0,1.0,,32.75,30.44,HARD,Kick Sauber,False,2024,Italy
HAM,96.034,1.0,1.0,,37.703,25.484,MEDIUM,Mercedes,False,2024,United Kingdom
SAR,105.46,1.0,1.0,,31.169,30.765,MEDIUM,Williams,False,2024,Saudi Arabia
SAR,122.19,1.0,1.0,,54.416,30.121,MEDIUM,Williams,False,2024,Belgium
LEC,99.987,1.0,1.0,,39.463,32.844,MEDIUM,Ferrari,False,2024,United States
BOT,164.736,1.0,1.0,,81.589,43.219,SOFT,Kick Sauber,False,2024,Japan
RUS,99.228,1.0,1.0,,42.099,23.694,SOFT,Mercedes,False,2024,Bahrain
OCO,87.46,1.0,1.0,,33.453,24.543,SOFT,Alpine,False,2024,Spain
MAG,185.172,1.0,1.0,,88.402,55.147,MEDIUM,Haas F1 Team,False,2024,Japan
OCO,109.927,1.0,1.0,,45.069,28.453,MEDIUM,Alpine,False,2024,Singapore
ALO,2513.184,1.0,1.0,,60.893,,HARD,Aston Martin,False,2024,Monaco
GAS,98.052,1.0,1.0,,49.014,18.503,INTERMEDIATE,Alpine,False,2024,Brazil
LEC,154.543,1.0,1.0,,77.828,37.701,MEDIUM,Ferrari,False,2024,Japan
TSU,105.613,1.0,1.0,,40.939,34.054,MEDIUM,RB,False,2024,United States
ALB,111.269,1.0,1.0,,41.668,35.637,MEDIUM,Williams,False,2024,United States
NOR,97.347,1.0,1.0,,38.34,25.641,MEDIUM,McLaren,False,2024,United Kingdom
VER,96.711,1.0,1.0,,37.975,25.708,MEDIUM,Red Bull Racing,False,2024,United Kingdom
STR,102.429,1.0,1.0,,30.865,30.889,MEDIUM,Aston Martin,False,2024,Saudi Arabia
STR,108.52,1.0,1.0,,42.404,34.573,HARD,Aston Martin,False,2024,United States
ZHO,110.671,1.0,1.0,,32.9,45.321,MEDIUM,Kick Sauber,False,2024,China
MAG,78.826,1.0,1.0,,33.235,22.632,MEDIUM,Haas F1 Team,False,2024,Austria
PER,76.225,1.0,1.0,,32.476,21.802,MEDIUM,Red Bull Racing,False,2024,Austria
OCO,95.432,1.0,1.0,,32.145,30.978,HARD,Alpine,False,2024,Italy
COL,107.696,1.0,1.0,,44.068,28.605,MEDIUM,Williams,False,2024,Singapore
PER,83.931,1.0,1.0,,28.326,23.345,MEDIUM,Red Bull Racing,False,2024,Netherlands
SAI,85.474,1.0,1.0,,28.354,23.757,MEDIUM,Ferrari,False,2024,Netherlands
ZHO,102.75,1.0,1.0,,50.53,19.352,INTERMEDIATE,Kick Sauber,False,2024,Brazil
RUS,74.401,1.0,1.0,,32.359,21.359,MEDIUM,Mercedes,False,2024,Austria
NOR,73.371,1.0,1.0,,31.567,21.097,MEDIUM,McLaren,False,2024,Austria
LAW,108.974,1.0,1.0,,41.757,34.744,HARD,RB,False,2024,United States
SAI,114.797,1.0,1.0,,44.326,25.742,MEDIUM,Ferrari,False,2024,Azerbaijan
VER,79.915,1.0,1.0,,26.881,22.957,MEDIUM,Red Bull Racing,False,2024,Netherlands
GAS,121.453,1.0,1.0,,36.134,40.034,MEDIUM,Alpine,False,2024,Saudi Arabia
PER,97.222,1.0,1.0,,29.831,29.801,MEDIUM,Red Bull Racing,False,2024,Saudi Arabia
PIA,91.036,1.0,1.0,,18.346,36.65,MEDIUM,McLaren,False,2024,Australia
ZHO,91.052,1.0,1.0,,35.143,25.168,SOFT,Kick Sauber,False,2024,Spain
HAM,87.28,1.0,1.0,,29.032,24.33,SOFT,Mercedes,False,2024,Netherlands
STR,110.214,1.0,1.0,,44.4,24.337,SOFT,Aston Martin,False,2024,Bahrain
TSU,95.046,1.0,1.0,,33.634,24.503,MEDIUM,RB,False,2024,Hungary
ALO,117.4,1.0,1.0,,45.558,25.588,MEDIUM,Aston Martin,False,2024,Azerbaijan
ALB,80.507,1.0,1.0,,33.816,23.126,MEDIUM,Williams,False,2024,Austria
PIA,98.008,1.0,1.0,,38.659,25.803,MEDIUM,McLaren,False,2024,United Kingdom
VER,117.183,1.0,1.0,,52.573,29.298,MEDIUM,Red Bull Racing,False,2024,Belgium
PER,92.428,1.0,1.0,,18.273,37.25,MEDIUM,Red Bull Racing,False,2024,Australia
RUS,90.516,1.0,1.0,,45.252,18.681,INTERMEDIATE,Mercedes,False,2024,Brazil
GAS,111.981,1.0,1.0,,45.851,28.823,MEDIUM,Alpine,False,2024,Singapore
LAW,95.992,1.0,1.0,,47.679,18.433,INTERMEDIATE,RB,False,2024,Brazil
MAG,103.159,1.0,1.0,,30.722,30.711,MEDIUM,Haas F1 Team,False,2024,Saudi Arabia
HUL,101.582,1.0,1.0,,50.279,18.968,INTERMEDIATE,Haas F1 Team,False,2024,Brazil
NOR,88.971,1.0,1.0,,31.051,28.624,MEDIUM,McLaren,False,2024,Italy
ZHO,100.718,1.0,1.0,,40.332,35.519,MEDIUM,Kick Sauber,False,2024,United Arab Emirates
PER,109.387,1.0,1.0,,58.529,18.892,INTERMEDIATE,Red Bull Racing,False,2024,Brazil
HAM,124.279,1.0,1.0,,46.494,39.496,MEDIUM,Mercedes,False,2024,Qatar
VER,83.186,1.0,1.0,,32.054,23.658,SOFT,Red Bull Racing,False,2024,Spain
NOR,106.722,1.0,1.0,,32.418,38.085,INTERMEDIATE,McLaren,False,2024,Canada
PIA,87.623,1.0,1.0,,30.021,28.254,MEDIUM,McLaren,False,2024,Italy
VER,90.354,1.0,1.0,,31.144,28.856,HARD,Red Bull Racing,False,2024,Italy
SAI,103.434,1.0,1.0,,48.987,19.379,INTERMEDIATE,Ferrari,False,2024,Brazil
OCO,126.969,1.0,1.0,,48.782,25.763,HARD,Alpine,False,2024,Azerbaijan
SAI,92.367,1.0,1.0,,32.371,24.181,MEDIUM,Ferrari,False,2024,Hungary
VER,88.336,1.0,1.0,,30.558,23.329,MEDIUM,Red Bull Racing,False,2024,Hungary
GAS,86.584,1.0,1.0,,33.021,24.482,SOFT,Alpine,False,2024,Spain
GAS,94.873,1.0,1.0,,32.375,30.504,MEDIUM,Alpine,False,2024,Italy
OCO,95.432,1.0,1.0,,32.145,30.978,HARD,Alpine,False,2024,Italy
OCO,134.747,1.0,1.0,,58.616,34.086,HARD,Alpine,False,2024,Mexico
VER,104.993,1.0,1.0,,31.826,37.685,INTERMEDIATE,Red Bull Racing,False,2024,Canada
PIA,76.95,1.0,1.0,,33.184,21.73,MEDIUM,McLaren,False,2024,Austria
OCO,94.467,1.0,1.0,,46.939,18.62,INTERMEDIATE,Alpine,False,2024,Brazil
PER,100.053,1.0,1.0,,42.61,23.856,SOFT,Red Bull Racing,False,2024,Bahrain
COL,128.478,1.0,1.0,,59.977,32.58,HARD,Williams,False,2024,Mexico
MAG,105.073,1.0,1.0,,40.962,34.194,MEDIUM,Haas F1 Team,False,2024,United States
TSU,105.613,1.0,1.0,,40.939,34.054,MEDIUM,RB,False,2024,United States
PIA,103.937,1.0,1.0,,40.472,34.003,MEDIUM,McLaren,False,2024,United States
SAI,100.62,1.0,1.0,,42.861,23.765,SOFT,Ferrari,False,2024,Bahrain
BOT,104.29,1.0,1.0,,40.38,26.634,MEDIUM,Kick Sauber,False,2024,United Kingdom
NOR,83.953,1.0,1.0,,32.415,23.736,SOFT,McLaren,False,2024,Spain
OCO,118.926,1.0,1.0,,34.074,41.433,INTERMEDIATE,Alpine,False,2024,Canada
TSU,101.109,1.0,1.0,,39.386,26.16,MEDIUM,RB,False,2024,United Kingdom
OCO,103.052,1.0,1.0,,40.063,26.292,SOFT,Alpine,False,2024,United Kingdom
LAW,133.331,1.0,1.0,,51.884,42.056,MEDIUM,RB,False,2024,Qatar
MAG,93.931,1.0,1.0,,32.021,30.142,MEDIUM,Haas F1 Team,False,2024,Italy
ALB,103.626,1.0,1.0,,30.767,30.874,MEDIUM,Williams,False,2024,Saudi Arabia
LEC,98.271,1.0,1.0,,41.549,23.635,SOFT,Ferrari,False,2024,Bahrain
GAS,120.661,1.0,1.0,,34.159,42.473,INTERMEDIATE,Alpine,False,2024,Canada
OCO,116.745,1.0,1.0,,40.494,33.56,MEDIUM,Alpine,False,2024,United States
BOT,124.469,1.0,1.0,,48.867,25.679,MEDIUM,Kick Sauber,False,2024,Azerbaijan
MAG,95.467,1.0,1.0,,18.72,37.819,MEDIUM,Haas F1 Team,False,2024,Australia
PIA,102.523,1.0,1.0,,43.573,24.14,SOFT,McLaren,False,2024,Bahrain
RUS,91.512,1.0,1.0,,31.627,29.493,MEDIUM,Mercedes,False,2024,Italy
ALB,109.364,1.0,1.0,,32.431,45.223,MEDIUM,Williams,False,2024,China
MAG,105.073,1.0,1.0,,40.962,34.194,MEDIUM,Haas F1 Team,False,2024,United States
OCO,170.167,1.0,1.0,,84.316,45.396,SOFT,Alpine,False,2024,Japan
MAG,93.837,1.0,1.0,,33.061,24.191,SOFT,Haas F1 Team,False,2024,Hungary
GAS,104.426,1.0,1.0,,40.7,34.001,MEDIUM,Alpine,False,2024,United States
TSU,102.531,1.0,1.0,,30.431,30.889,MEDIUM,RB,False,2024,Saudi Arabia
PIA,118.513,1.0,1.0,,40.081,41.779,MEDIUM,McLaren,False,2024,Qatar
HAM,93.688,1.0,1.0,,18.674,36.983,SOFT,Mercedes,False,2024,Australia
TSU,127.75,1.0,1.0,,48.859,40.326,MEDIUM,RB,False,2024,Qatar
OCO,106.657,1.0,1.0,,43.42,24.385,SOFT,Alpine,False,2024,Bahrain
ALO,96.166,1.0,1.0,,39.033,33.904,MEDIUM,Aston Martin,False,2024,United Arab Emirates
ALB,2494.817,1.0,1.0,,55.498,,MEDIUM,Williams,False,2024,Monaco
VER,97.284,1.0,1.0,,41.266,23.616,SOFT,Red Bull Racing,False,2024,Bahrain
HUL,95.498,1.0,1.0,,38.87,33.531,MEDIUM,Haas F1 Team,False,2024,United Arab Emirates
RIC,93.104,1.0,1.0,,32.159,29.497,MEDIUM,RB,False,2024,Italy
PER,120.06,1.0,1.0,,33.681,41.602,INTERMEDIATE,Red Bull Racing,False,2024,Canada
BOT,118.761,1.0,1.0,,53.131,29.699,MEDIUM,Kick Sauber,False,2024,Belgium
TSU,93.305,1.0,1.0,,18.561,37.078,MEDIUM,RB,False,2024,Australia
GAS,94.873,1.0,1.0,,32.375,30.504,MEDIUM,Alpine,False,2024,Italy
RIC,111.305,1.0,1.0,,33.322,38.826,INTERMEDIATE,RB,False,2024,Canada
RIC,91.751,1.0,1.0,,35.231,25.237,SOFT,RB,False,2024,Spain
HAM,108.064,1.0,1.0,,42.336,34.43,HARD,Mercedes,False,2024,United States
SAI,102.273,1.0,1.0,,39.891,33.748,MEDIUM,Ferrari,False,2024,United States
ZHO,84.058,1.0,1.0,,32.78,21.918,HARD,Kick Sauber,False,2024,Austria
PIA,82.638,1.0,1.0,,27.537,23.283,MEDIUM,McLaren,False,2024,Netherlands
MAG,96.949,1.0,1.0,,39.324,33.784,MEDIUM,Haas F1 Team,False,2024,United Arab Emirates
BEA,120.008,1.0,1.0,,46.348,25.835,MEDIUM,Haas F1 Team,False,2024,Azerbaijan
PIA,144.356,1.0,1.0,,72.784,33.312,MEDIUM,McLaren,False,2024,Japan
VER,130.735,1.0,1.0,,64.045,31.458,MEDIUM,Red Bull Racing,False,2024,Japan
MAG,105.073,1.0,1.0,,40.962,34.194,MEDIUM,Haas F1 Team,False,2024,United States
ALB,93.92,1.0,1.0,,33.632,24.98,MEDIUM,Williams,False,2024,Spain
TSU,2488.609,1.0,1.0,,54.783,,MEDIUM,RB,False,2024,Monaco
PER,113.923,1.0,1.0,,44.247,25.923,MEDIUM,Red Bull Racing,False,2024,Azerbaijan
RIC,87.95,1.0,1.0,,29.124,24.379,MEDIUM,RB,False,2024,Netherlands
SAI,109.501,1.0,1.0,,45.238,28.504,MEDIUM,Ferrari,False,2024,Singapore
SAI,88.375,1.0,1.0,,18.533,35.573,MEDIUM,Ferrari,False,2024,Australia
STR,112.609,1.0,1.0,,46.308,28.829,HARD,Aston Martin,False,2024,Singapore
ALO,106.421,1.0,1.0,,41.46,34.098,MEDIUM,Aston Martin,False,2024,United States
NOR,2468.042,1.0,1.0,,47.606,,MEDIUM,McLaren,False,2024,Monaco
TSU,121.641,1.0,1.0,,54.313,29.975,MEDIUM,RB,False,2024,Belgium
HUL,95.921,1.0,1.0,,34.157,24.473,MEDIUM,Haas F1 Team,False,2024,Hungary
ZHO,113.822,1.0,1.0,,46.661,29.267,HARD,Kick Sauber,False,2024,Singapore
PER,106.074,1.0,1.0,,41.386,34.36,MEDIUM,Red Bull Racing,False,2024,United States
SAR,188.456,1.0,1.0,,89.197,57.246,SOFT,Williams,False,2024,Japan
STR,108.52,1.0,1.0,,42.404,34.573,HARD,Aston Martin,False,2024,United States
LEC,117.439,1.0,1.0,,38.757,42.509,MEDIUM,Ferrari,False,2024,Qatar
LEC,94.968,1.0,1.0,,47.029,18.609,INTERMEDIATE,Ferrari,False,2024,Brazil
GAS,93.984,1.0,1.0,,38.658,33.126,MEDIUM,Alpine,False,2024,United Arab Emirates
SAI,98.699,1.0,1.0,,38.756,25.97,MEDIUM,Ferrari,False,2024,United Kingdom
PER,88.615,1.0,1.0,,34.047,24.716,SOFT,Red Bull Racing,False,2024,Spain
COL,109.923,1.0,1.0,,42.77,35.251,HARD,Williams,False,2024,United States
NOR,102.902,1.0,1.0,,40.066,33.837,MEDIUM,McLaren,False,2024,United States
SAR,105.921,1.0,1.0,,43.162,24.178,SOFT,Williams,False,2024,Bahrain
GAS,173.223,1.0,1.0,,85.099,47.334,SOFT,Alpine,False,2024,Japan
LEC,91.218,1.0,1.0,,31.794,24.163,MEDIUM,Ferrari,False,2024,Hungary
PIA,112.903,1.0,1.0,,44.739,25.778,MEDIUM,McLaren,False,2024,Azerbaijan
MAG,120.748,1.0,1.0,,53.816,29.735,MEDIUM,Haas F1 Team,False,2024,Belgium
VER,87.458,1.0,1.0,,18.462,35.518,MEDIUM,Red Bull Racing,False,2024,Australia
GAS,97.304,1.0,1.0,,18.854,38.564,MEDIUM,Alpine,False,2024,Australia
NOR,115.727,1.0,1.0,,51.462,29.456,MEDIUM,McLaren,False,2024,Belgium
TSU,123.649,1.0,1.0,,47.915,27.299,MEDIUM,RB,False,2024,Azerbaijan
HUL,165.271,1.0,1.0,,45.701,56.009,HARD,Haas F1 Team,False,2024,Qatar
RUS,105.746,1.0,1.0,,31.11,44.318,MEDIUM,Mercedes,False,2024,China
TSU,110.625,1.0,1.0,,32.609,45.205,SOFT,RB,False,2024,China
PER,109.458,1.0,1.0,,39.507,26.165,HARD,Red Bull Racing,False,2024,United Kingdom
SAI,89.345,1.0,1.0,,30.635,28.727,MEDIUM,Ferrari,False,2024,Italy
BOT,132.082,1.0,1.0,,51.555,41.613,MEDIUM,Kick Sauber,False,2024,Qatar
ALO,109.289,1.0,1.0,,32.999,38.369,INTERMEDIATE,Aston Martin,False,2024,Canada
STR,123.885,1.0,1.0,,57.211,31.707,MEDIUM,Aston Martin,False,2024,Mexico
STR,85.703,1.0,1.0,,28.966,23.601,MEDIUM,Aston Martin,False,2024,Netherlands
LEC,88.179,1.0,1.0,,29.989,28.398,MEDIUM,Ferrari,False,2024,Italy
ALO,101.679,1.0,1.0,,43.268,24.162,SOFT,Aston Martin,False,2024,Bahrain
SAI,107.147,1.0,1.0,,31.937,44.363,MEDIUM,Ferrari,False,2024,China
VER,95.505,1.0,1.0,,29.707,29.83,MEDIUM,Red Bull Racing,False,2024,Saudi Arabia
TSU,93.749,1.0,1.0,,46.78,18.519,INTERMEDIATE,RB,False,2024,Brazil
HAM,152.716,1.0,1.0,,77.16,37.06,MEDIUM,Mercedes,False,2024,Japan
STR,89.606,1.0,1.0,,34.347,24.872,SOFT,Aston Martin,False,2024,Spain
STR,2502.648,1.0,1.0,,59.54,,HARD,Aston Martin,False,2024,Monaco
ZHO,96.732,1.0,1.0,,32.786,30.474,MEDIUM,Kick Sauber,False,2024,Italy
ZHO,104.801,1.0,1.0,,43.576,24.294,SOFT,Kick Sauber,False,2024,Bahrain
HAM,74.84,1.0,1.0,,32.193,21.528,MEDIUM,Mercedes,False,2024,Austria
PIA,105.268,1.0,1.0,,43.494,28.089,MEDIUM,McLaren,False,2024,Singapore
MAG,111.086,1.0,1.0,,32.774,45.809,HARD,Haas F1 Team,False,2024,China
HUL,103.748,1.0,1.0,,30.902,30.556,MEDIUM,Haas F1 Team,False,2024,Saudi Arabia
NOR,91.803,1.0,1.0,,45.586,18.477,INTERMEDIATE,McLaren,False,2024,Brazil
SAI,2462.721,1.0,1.0,,58.173,,MEDIUM,Ferrari,False,2024,Monaco
SAI,75.456,1.0,1.0,,32.67,21.593,MEDIUM,Ferrari,False,2024,Austria
LEC,114.412,1.0,1.0,,33.935,40.442,INTERMEDIATE,Ferrari,False,2024,Canada
ALB,88.535,1.0,1.0,,29.206,24.474,MEDIUM,Williams,False,2024,Netherlands
DOO,101.564,1.0,1.0,,40.549,35.991,MEDIUM,Alpine,False,2024,United Arab Emirates
SAI,92.999,1.0,1.0,,38.437,32.859,MEDIUM,Ferrari,False,2024,United Arab Emirates
ZHO,89.615,1.0,1.0,,29.713,24.423,MEDIUM,Kick Sauber,False,2024,Netherlands
SAI,115.27,1.0,1.0,,51.338,29.464,HARD,Ferrari,False,2024,Belgium
ZHO,97.963,1.0,1.0,,35.093,24.556,MEDIUM,Kick Sauber,False,2024,Hungary
ALB,95.752,1.0,1.0,,18.858,38.14,MEDIUM,Williams,False,2024,Australia
ALB,110.771,1.0,1.0,,45.094,28.543,MEDIUM,Williams,False,2024,Singapore
LEC,107.09,1.0,1.0,,44.011,28.522,MEDIUM,Ferrari,False,2024,Singapore
ZHO,105.821,1.0,1.0,,30.973,30.724,MEDIUM,Kick Sauber,False,2024,Saudi Arabia
PIA,96.644,1.0,1.0,,48.037,18.573,INTERMEDIATE,McLaren,False,2024,Brazil
HUL,123.833,1.0,1.0,,48.097,26.513,MEDIUM,Haas F1 Team,False,2024,Azerbaijan
ALB,135.384,1.0,1.0,,52.8,37.468,MEDIUM,Williams,False,2024,Qatar
NOR,89.784,1.0,1.0,,18.49,36.041,MEDIUM,McLaren,False,2024,Australia
BOT,95.43,1.0,1.0,,33.946,24.393,MEDIUM,Kick Sauber,False,2024,Hungary
BOT,110.705,1.0,1.0,,41.68,35.352,MEDIUM,Kick Sauber,False,2024,United States
PIA,103.937,1.0,1.0,,40.472,34.003,MEDIUM,McLaren,False,2024,United States
NOR,100.424,1.0,1.0,,41.379,27.852,MEDIUM,McLaren,False,2024,Singapore
GAS,109.907,1.0,1.0,,32.305,45.417,MEDIUM,Alpine,False,2024,China
PIA,87.073,1.0,1.0,,33.324,24.551,SOFT,McLaren,False,2024,Spain
SAR,117.685,1.0,1.0,,34.477,40.822,INTERMEDIATE,Williams,False,2024,Canada
COL,95.885,1.0,1.0,,32.713,30.295,MEDIUM,Williams,False,2024,Italy
